,pub_time
164260,2020-10-13 07:04:15
196611,2020-10-13 07:04:24
162858,2020-10-13 07:04:28
157067,2020-10-13 07:04:28
163870,2020-10-13 07:04:33
185706,2020-10-13 07:04:34
197152,2020-10-13 07:04:36
162200,2020-10-13 07:04:38
165433,2020-10-13 07:04:41
176459,2020-10-13 07:04:42
191982,2020-10-13 07:04:45
151353,2020-10-13 07:04:46
150695,2020-10-13 07:04:47
157613,2020-10-13 07:04:49
187420,2020-10-13 07:04:50
168778,2020-10-13 07:04:57
151168,2020-10-13 07:05:00
167292,2020-10-13 07:05:00
155691,2020-10-13 07:05:00
185034,2020-10-13 07:05:00
192994,2020-10-13 07:05:00
156717,2020-10-13 07:05:00
182894,2020-10-13 07:05:00
193802,2020-10-13 07:05:00
155044,2020-10-13 07:05:00
163234,2020-10-13 07:05:00
180850,2020-10-13 07:05:00
172208,2020-10-13 07:05:00
177685,2020-10-13 07:05:00
163083,2020-10-13 07:05:00
163972,2020-10-13 07:05:00
170493,2020-10-13 07:05:00
153412,2020-10-13 07:05:00
195894,2020-10-13 07:05:00
192176,2020-10-13 07:05:01
165453,2020-10-13 07:05:01
176201,2020-10-13 07:05:02
183148,2020-10-13 07:05:03
113721,2020-10-13 07:05:07
164474,2020-10-13 07:05:07
160114,2020-10-13 07:05:08
191019,2020-10-13 07:05:09
176531,2020-10-13 07:05:32
169226,2020-10-13 07:05:35
162216,2020-10-13 07:05:36
163380,2020-10-13 07:05:40
164702,2020-10-13 07:05:46
191758,2020-10-13 07:05:46
165482,2020-10-13 07:05:48
188441,2020-10-13 07:05:48
188571,2020-10-13 07:05:48
171450,2020-10-13 07:05:52
180246,2020-10-13 07:05:58
163072,2020-10-13 07:06:00
154913,2020-10-13 07:06:00
169721,2020-10-13 07:06:00
195534,2020-10-13 07:06:00
168115,2020-10-13 07:06:00
174220,2020-10-13 07:06:00
166282,2020-10-13 07:06:00
173783,2020-10-13 07:06:00
162928,2020-10-13 07:06:00
163464,2020-10-13 07:06:00
149771,2020-10-13 07:06:00
189392,2020-10-13 07:06:00
166658,2020-10-13 07:06:00
175077,2020-10-13 07:06:00
182452,2020-10-13 07:06:02
168118,2020-10-13 07:06:02
164284,2020-10-13 07:06:02
175171,2020-10-13 07:06:09
171407,2020-10-13 07:06:09
185679,2020-10-13 07:06:16
161363,2020-10-13 07:06:18
171190,2020-10-13 07:06:19
162285,2020-10-13 07:06:23
159545,2020-10-13 07:06:29
162914,2020-10-13 07:06:50
150432,2020-10-13 07:06:52
173216,2020-10-13 07:06:53
163640,2020-10-13 07:06:54
188391,2020-10-13 07:06:54
166261,2020-10-13 07:07:00
166068,2020-10-13 07:07:00
161532,2020-10-13 07:07:00
172049,2020-10-13 07:07:00
169886,2020-10-13 07:07:00
184417,2020-10-13 07:07:00
163320,2020-10-13 07:07:00
176562,2020-10-13 07:07:00
183094,2020-10-13 07:07:00
155292,2020-10-13 07:07:00
152412,2020-10-13 07:07:00
165373,2020-10-13 07:07:00
151744,2020-10-13 07:07:00
173949,2020-10-13 07:07:06
166884,2020-10-13 07:07:06
149612,2020-10-13 07:07:06
182030,2020-10-13 07:07:06
167034,2020-10-13 07:07:10
167762,2020-10-13 07:07:13
79790,2020-10-13 07:07:21
187014,2020-10-13 07:07:27
156723,2020-10-13 07:07:28
160893,2020-10-13 07:07:30
157622,2020-10-13 07:07:30
180720,2020-10-13 07:07:30
177218,2020-10-13 07:07:30
194220,2020-10-13 07:07:30
162971,2020-10-13 07:07:30
192093,2020-10-13 07:07:30
153382,2020-10-13 07:07:30
195563,2020-10-13 07:07:33
173105,2020-10-13 07:07:39
196399,2020-10-13 07:07:44
185849,2020-10-13 07:07:57
164905,2020-10-13 07:07:58
178715,2020-10-13 07:07:59
156059,2020-10-13 07:08:00
168542,2020-10-13 07:08:00
179205,2020-10-13 07:08:00
175009,2020-10-13 07:08:00
190481,2020-10-13 07:08:00
168558,2020-10-13 07:08:00
167582,2020-10-13 07:08:00
172784,2020-10-13 07:08:00
154676,2020-10-13 07:08:00
166486,2020-10-13 07:08:00
180555,2020-10-13 07:08:00
160539,2020-10-13 07:08:00
167188,2020-10-13 07:08:00
149320,2020-10-13 07:08:02
178163,2020-10-13 07:08:05
191256,2020-10-13 07:08:05
159380,2020-10-13 07:08:06
157066,2020-10-13 07:08:07
169829,2020-10-13 07:08:10
169798,2020-10-13 07:08:10
158033,2020-10-13 07:08:12
158626,2020-10-13 07:08:13
198034,2020-10-13 07:08:19
162231,2020-10-13 07:08:28
169718,2020-10-13 07:08:31
195405,2020-10-13 07:08:33
166556,2020-10-13 07:08:36
169742,2020-10-13 07:08:39
154959,2020-10-13 07:08:44
161505,2020-10-13 07:08:53
147303,2020-10-13 07:08:54
178855,2020-10-13 07:08:54
148630,2020-10-13 07:08:55
189370,2020-10-13 07:08:57
160470,2020-10-13 07:09:00
171880,2020-10-13 07:09:00
152129,2020-10-13 07:09:00
152041,2020-10-13 07:09:00
189387,2020-10-13 07:09:00
165410,2020-10-13 07:09:00
173619,2020-10-13 07:09:00
169334,2020-10-13 07:09:00
182956,2020-10-13 07:09:00
170237,2020-10-13 07:09:00
190023,2020-10-13 07:09:06
155457,2020-10-13 07:09:12
159647,2020-10-13 07:09:16
167722,2020-10-13 07:09:20
149611,2020-10-13 07:09:20
164549,2020-10-13 07:09:22
196486,2020-10-13 07:09:23
164934,2020-10-13 07:09:26
162116,2020-10-13 07:09:26
171166,2020-10-13 07:09:26
162130,2020-10-13 07:09:28
198044,2020-10-13 07:09:30
187055,2020-10-13 07:09:36
172071,2020-10-13 07:09:42
164194,2020-10-13 07:09:46
172087,2020-10-13 07:09:47
193069,2020-10-13 07:09:48
198543,2020-10-13 07:10:00
149666,2020-10-13 07:10:00
151966,2020-10-13 07:10:00
153891,2020-10-13 07:10:00
192951,2020-10-13 07:10:00
167099,2020-10-13 07:10:00
162679,2020-10-13 07:10:00
159256,2020-10-13 07:10:00
196036,2020-10-13 07:10:00
175745,2020-10-13 07:10:00
153534,2020-10-13 07:10:00
162905,2020-10-13 07:10:00
155782,2020-10-13 07:10:00
163862,2020-10-13 07:10:00
153160,2020-10-13 07:10:00
149977,2020-10-13 07:10:00
187333,2020-10-13 07:10:00
162306,2020-10-13 07:10:00
155439,2020-10-13 07:10:00
160928,2020-10-13 07:10:00
151705,2020-10-13 07:10:00
184671,2020-10-13 07:10:00
186105,2020-10-13 07:10:00
168207,2020-10-13 07:10:00
188657,2020-10-13 07:10:00
168771,2020-10-13 07:10:00
185672,2020-10-13 07:10:00
169032,2020-10-13 07:10:05
164524,2020-10-13 07:10:06
188311,2020-10-13 07:10:09
161140,2020-10-13 07:10:09
164279,2020-10-13 07:10:10
188838,2020-10-13 07:10:13
151679,2020-10-13 07:10:13
147069,2020-10-13 07:10:15
168153,2020-10-13 07:10:18
151779,2020-10-13 07:10:19
125607,2020-10-13 07:10:20
163398,2020-10-13 07:10:22
155207,2020-10-13 07:10:22
149258,2020-10-13 07:10:27
166065,2020-10-13 07:10:29
175927,2020-10-13 07:10:30
161304,2020-10-13 07:10:32
165318,2020-10-13 07:10:36
169015,2020-10-13 07:10:37
167378,2020-10-13 07:10:47
169449,2020-10-13 07:10:49
167305,2020-10-13 07:10:50
189435,2020-10-13 07:10:52
186651,2020-10-13 07:10:56
180732,2020-10-13 07:11:00
187605,2020-10-13 07:11:00
172129,2020-10-13 07:11:00
170340,2020-10-13 07:11:00
154276,2020-10-13 07:11:00
163101,2020-10-13 07:11:00
174310,2020-10-13 07:11:00
177172,2020-10-13 07:11:00
163404,2020-10-13 07:11:00
196635,2020-10-13 07:11:00
167741,2020-10-13 07:11:00
169770,2020-10-13 07:11:00
170480,2020-10-13 07:11:00
171815,2020-10-13 07:11:00
128997,2020-10-13 07:11:00
172340,2020-10-13 07:11:00
180116,2020-10-13 07:11:00
187482,2020-10-13 07:11:00
164357,2020-10-13 07:11:04
159181,2020-10-13 07:11:05
181348,2020-10-13 07:11:07
163133,2020-10-13 07:11:08
160107,2020-10-13 07:11:14
169348,2020-10-13 07:11:27
163165,2020-10-13 07:11:28
179677,2020-10-13 07:11:29
174357,2020-10-13 07:11:29
154769,2020-10-13 07:11:29
155191,2020-10-13 07:11:30
181569,2020-10-13 07:11:35
178324,2020-10-13 07:11:37
165661,2020-10-13 07:11:38
170347,2020-10-13 07:11:42
157571,2020-10-13 07:11:48
168547,2020-10-13 07:11:49
198254,2020-10-13 07:11:50
164548,2020-10-13 07:11:52
170210,2020-10-13 07:11:52
169359,2020-10-13 07:11:58
198251,2020-10-13 07:11:58
155760,2020-10-13 07:12:00
163146,2020-10-13 07:12:00
164673,2020-10-13 07:12:00
150527,2020-10-13 07:12:00
174568,2020-10-13 07:12:00
184744,2020-10-13 07:12:00
185876,2020-10-13 07:12:00
165171,2020-10-13 07:12:00
159691,2020-10-13 07:12:00
168145,2020-10-13 07:12:00
153756,2020-10-13 07:12:00
185762,2020-10-13 07:12:00
160662,2020-10-13 07:12:00
171488,2020-10-13 07:12:00
173568,2020-10-13 07:12:01
115755,2020-10-13 07:12:04
147085,2020-10-13 07:12:04
180048,2020-10-13 07:12:05
173799,2020-10-13 07:12:09
177774,2020-10-13 07:12:12
157784,2020-10-13 07:12:15
167327,2020-10-13 07:12:19
168910,2020-10-13 07:12:19
150453,2020-10-13 07:12:27
163432,2020-10-13 07:12:34
163995,2020-10-13 07:12:39
156288,2020-10-13 07:12:40
161476,2020-10-13 07:12:45
164786,2020-10-13 07:12:46
170150,2020-10-13 07:12:54
194147,2020-10-13 07:12:57
163230,2020-10-13 07:12:58
156689,2020-10-13 07:13:00
164910,2020-10-13 07:13:00
190867,2020-10-13 07:13:00
180030,2020-10-13 07:13:00
173781,2020-10-13 07:13:00
160507,2020-10-13 07:13:00
186330,2020-10-13 07:13:00
185042,2020-10-13 07:13:00
176895,2020-10-13 07:13:00
160362,2020-10-13 07:13:00
150007,2020-10-13 07:13:00
159859,2020-10-13 07:13:00
167627,2020-10-13 07:13:00
168822,2020-10-13 07:13:00
149610,2020-10-13 07:13:00
155441,2020-10-13 07:13:00
159690,2020-10-13 07:13:00
150942,2020-10-13 07:13:00
182827,2020-10-13 07:13:00
161770,2020-10-13 07:13:00
161501,2020-10-13 07:13:01
39444,2020-10-13 07:13:06
155214,2020-10-13 07:13:10
167422,2020-10-13 07:13:19
148943,2020-10-13 07:13:31
163809,2020-10-13 07:13:33
163754,2020-10-13 07:13:38
163536,2020-10-13 07:13:45
197328,2020-10-13 07:13:47
192139,2020-10-13 07:13:49
179106,2020-10-13 07:13:51
181716,2020-10-13 07:14:00
162949,2020-10-13 07:14:00
167326,2020-10-13 07:14:00
154821,2020-10-13 07:14:00
186930,2020-10-13 07:14:00
150477,2020-10-13 07:14:00
153567,2020-10-13 07:14:00
157578,2020-10-13 07:14:00
176774,2020-10-13 07:14:00
154240,2020-10-13 07:14:05
177819,2020-10-13 07:14:07
157551,2020-10-13 07:14:14
187622,2020-10-13 07:14:17
147168,2020-10-13 07:14:18
147187,2020-10-13 07:14:26
187319,2020-10-13 07:14:29
194895,2020-10-13 07:14:33
159589,2020-10-13 07:14:40
172267,2020-10-13 07:14:45
171261,2020-10-13 07:14:46
179279,2020-10-13 07:14:47
168975,2020-10-13 07:14:48
151478,2020-10-13 07:14:49
166479,2020-10-13 07:14:49
179514,2020-10-13 07:14:57
151837,2020-10-13 07:14:59
158721,2020-10-13 07:14:59
170398,2020-10-13 07:15:00
159992,2020-10-13 07:15:00
153231,2020-10-13 07:15:00
191844,2020-10-13 07:15:00
165550,2020-10-13 07:15:00
176942,2020-10-13 07:15:00
169544,2020-10-13 07:15:00
165461,2020-10-13 07:15:00
161625,2020-10-13 07:15:00
183964,2020-10-13 07:15:00
175667,2020-10-13 07:15:00
168418,2020-10-13 07:15:00
129003,2020-10-13 07:15:00
149137,2020-10-13 07:15:00
172200,2020-10-13 07:15:00
172410,2020-10-13 07:15:00
183958,2020-10-13 07:15:00
160095,2020-10-13 07:15:00
149171,2020-10-13 07:15:00
152134,2020-10-13 07:15:00
189111,2020-10-13 07:15:00
180533,2020-10-13 07:15:00
169168,2020-10-13 07:15:01
171833,2020-10-13 07:15:02
164441,2020-10-13 07:15:02
161330,2020-10-13 07:15:08
168158,2020-10-13 07:15:09
192372,2020-10-13 07:15:12
176668,2020-10-13 07:15:13
153951,2020-10-13 07:15:14
147173,2020-10-13 07:15:17
197319,2020-10-13 07:15:20
163873,2020-10-13 07:15:20
171274,2020-10-13 07:15:21
159634,2020-10-13 07:15:33
150528,2020-10-13 07:15:40
158871,2020-10-13 07:15:41
187563,2020-10-13 07:15:42
163342,2020-10-13 07:15:43
123704,2020-10-13 07:15:45
151327,2020-10-13 07:15:46
193810,2020-10-13 07:15:47
167628,2020-10-13 07:15:48
169483,2020-10-13 07:15:56
155222,2020-10-13 07:15:58
172427,2020-10-13 07:15:58
150525,2020-10-13 07:15:59
150540,2020-10-13 07:15:59
164147,2020-10-13 07:15:59
165589,2020-10-13 07:16:00
150722,2020-10-13 07:16:00
164121,2020-10-13 07:16:00
170437,2020-10-13 07:16:00
153743,2020-10-13 07:16:00
167540,2020-10-13 07:16:00
177343,2020-10-13 07:16:00
147250,2020-10-13 07:16:00
182862,2020-10-13 07:16:00
165233,2020-10-13 07:16:00
170336,2020-10-13 07:16:00
127673,2020-10-13 07:16:00
157507,2020-10-13 07:16:00
167191,2020-10-13 07:16:00
169394,2020-10-13 07:16:00
161917,2020-10-13 07:16:00
172779,2020-10-13 07:16:00
169636,2020-10-13 07:16:00
78109,2020-10-13 07:16:03
184550,2020-10-13 07:16:09
168911,2020-10-13 07:16:13
167166,2020-10-13 07:16:16
155935,2020-10-13 07:16:17
183093,2020-10-13 07:16:22
175703,2020-10-13 07:16:29
185363,2020-10-13 07:16:30
123839,2020-10-13 07:16:30
163941,2020-10-13 07:16:36
178150,2020-10-13 07:16:37
178215,2020-10-13 07:16:38
185462,2020-10-13 07:16:39
162150,2020-10-13 07:16:43
196401,2020-10-13 07:16:43
182961,2020-10-13 07:16:47
154525,2020-10-13 07:16:47
188326,2020-10-13 07:16:48
182175,2020-10-13 07:16:48
160750,2020-10-13 07:17:00
155241,2020-10-13 07:17:00
126008,2020-10-13 07:17:00
170836,2020-10-13 07:17:00
150895,2020-10-13 07:17:00
155021,2020-10-13 07:17:00
163031,2020-10-13 07:17:00
164686,2020-10-13 07:17:00
158719,2020-10-13 07:17:00
183100,2020-10-13 07:17:00
170325,2020-10-13 07:17:00
166514,2020-10-13 07:17:05
163163,2020-10-13 07:17:06
162463,2020-10-13 07:17:09
162673,2020-10-13 07:17:11
170878,2020-10-13 07:17:12
190717,2020-10-13 07:17:13
158834,2020-10-13 07:17:14
178482,2020-10-13 07:17:21
171099,2020-10-13 07:17:21
182842,2020-10-13 07:17:28
193934,2020-10-13 07:17:29
164296,2020-10-13 07:17:30
168184,2020-10-13 07:17:31
180664,2020-10-13 07:17:34
151858,2020-10-13 07:17:35
168760,2020-10-13 07:17:35
164327,2020-10-13 07:17:36
154721,2020-10-13 07:17:39
155451,2020-10-13 07:17:42
197434,2020-10-13 07:17:42
177411,2020-10-13 07:17:42
169091,2020-10-13 07:17:50
159406,2020-10-13 07:17:51
174616,2020-10-13 07:17:54
166284,2020-10-13 07:18:00
186564,2020-10-13 07:18:00
154408,2020-10-13 07:18:00
150371,2020-10-13 07:18:00
163175,2020-10-13 07:18:00
183079,2020-10-13 07:18:00
187225,2020-10-13 07:18:00
163418,2020-10-13 07:18:00
197500,2020-10-13 07:18:00
165330,2020-10-13 07:18:00
167990,2020-10-13 07:18:00
148945,2020-10-13 07:18:00
165553,2020-10-13 07:18:00
165340,2020-10-13 07:18:00
159662,2020-10-13 07:18:00
191782,2020-10-13 07:18:02
67978,2020-10-13 07:18:02
125301,2020-10-13 07:18:05
173717,2020-10-13 07:18:09
162994,2020-10-13 07:18:16
169227,2020-10-13 07:18:19
162688,2020-10-13 07:18:20
166650,2020-10-13 07:18:26
150198,2020-10-13 07:18:41
182577,2020-10-13 07:18:45
172287,2020-10-13 07:18:45
157073,2020-10-13 07:18:45
170989,2020-10-13 07:18:45
173678,2020-10-13 07:18:45
153864,2020-10-13 07:18:45
181783,2020-10-13 07:18:45
169662,2020-10-13 07:18:45
147079,2020-10-13 07:18:52
157612,2020-10-13 07:18:54
169716,2020-10-13 07:19:00
159402,2020-10-13 07:19:00
174191,2020-10-13 07:19:00
168110,2020-10-13 07:19:00
171351,2020-10-13 07:19:00
196185,2020-10-13 07:19:00
153377,2020-10-13 07:19:00
154282,2020-10-13 07:19:00
178663,2020-10-13 07:19:00
147180,2020-10-13 07:19:00
154701,2020-10-13 07:19:00
164684,2020-10-13 07:19:00
153172,2020-10-13 07:19:01
179784,2020-10-13 07:19:04
159513,2020-10-13 07:19:04
161982,2020-10-13 07:19:15
171915,2020-10-13 07:19:16
163200,2020-10-13 07:19:17
163983,2020-10-13 07:19:17
185977,2020-10-13 07:19:19
178187,2020-10-13 07:19:27
161077,2020-10-13 07:19:27
159174,2020-10-13 07:19:27
172420,2020-10-13 07:19:33
155246,2020-10-13 07:19:35
113103,2020-10-13 07:19:38
172301,2020-10-13 07:19:41
172271,2020-10-13 07:19:42
172305,2020-10-13 07:19:43
158754,2020-10-13 07:19:48
168989,2020-10-13 07:19:48
173489,2020-10-13 07:19:54
159395,2020-10-13 07:19:56
158266,2020-10-13 07:20:00
150951,2020-10-13 07:20:00
153575,2020-10-13 07:20:00
169825,2020-10-13 07:20:00
171816,2020-10-13 07:20:00
151402,2020-10-13 07:20:00
167410,2020-10-13 07:20:00
169717,2020-10-13 07:20:00
181613,2020-10-13 07:20:00
164614,2020-10-13 07:20:00
179200,2020-10-13 07:20:00
167268,2020-10-13 07:20:00
171354,2020-10-13 07:20:00
168841,2020-10-13 07:20:00
157559,2020-10-13 07:20:00
168048,2020-10-13 07:20:00
194582,2020-10-13 07:20:00
154403,2020-10-13 07:20:00
159180,2020-10-13 07:20:00
169677,2020-10-13 07:20:00
162926,2020-10-13 07:20:00
160361,2020-10-13 07:20:00
167124,2020-10-13 07:20:00
149385,2020-10-13 07:20:00
179875,2020-10-13 07:20:02
191994,2020-10-13 07:20:09
169098,2020-10-13 07:20:11
173497,2020-10-13 07:20:17
163451,2020-10-13 07:20:21
188229,2020-10-13 07:20:31
152391,2020-10-13 07:20:35
153798,2020-10-13 07:20:36
166122,2020-10-13 07:20:37
173817,2020-10-13 07:20:37
159612,2020-10-13 07:20:37
186504,2020-10-13 07:20:42
177828,2020-10-13 07:20:48
178783,2020-10-13 07:20:49
173421,2020-10-13 07:20:51
154628,2020-10-13 07:20:51
147076,2020-10-13 07:20:52
150378,2020-10-13 07:20:52
166516,2020-10-13 07:20:52
176090,2020-10-13 07:20:52
163827,2020-10-13 07:20:55
159211,2020-10-13 07:21:00
151790,2020-10-13 07:21:00
156928,2020-10-13 07:21:00
169848,2020-10-13 07:21:00
153162,2020-10-13 07:21:00
161078,2020-10-13 07:21:00
171662,2020-10-13 07:21:00
164722,2020-10-13 07:21:00
176203,2020-10-13 07:21:00
159702,2020-10-13 07:21:00
167538,2020-10-13 07:21:00
166394,2020-10-13 07:21:00
173594,2020-10-13 07:21:00
174469,2020-10-13 07:21:00
172625,2020-10-13 07:21:00
166876,2020-10-13 07:21:00
161301,2020-10-13 07:21:11
185397,2020-10-13 07:21:11
192997,2020-10-13 07:21:12
163268,2020-10-13 07:21:13
190953,2020-10-13 07:21:14
156620,2020-10-13 07:21:15
171270,2020-10-13 07:21:18
180568,2020-10-13 07:21:19
150641,2020-10-13 07:21:22
177656,2020-10-13 07:21:24
191052,2020-10-13 07:21:24
182345,2020-10-13 07:21:28
192920,2020-10-13 07:21:30
160123,2020-10-13 07:21:31
184708,2020-10-13 07:21:35
169611,2020-10-13 07:21:37
174789,2020-10-13 07:21:39
173514,2020-10-13 07:21:41
151940,2020-10-13 07:21:51
166461,2020-10-13 07:22:00
172502,2020-10-13 07:22:00
165098,2020-10-13 07:22:00
150393,2020-10-13 07:22:00
191126,2020-10-13 07:22:00
177975,2020-10-13 07:22:00
187129,2020-10-13 07:22:00
171809,2020-10-13 07:22:00
191986,2020-10-13 07:22:00
147068,2020-10-13 07:22:00
179173,2020-10-13 07:22:00
156410,2020-10-13 07:22:01
74756,2020-10-13 07:22:01
180379,2020-10-13 07:22:06
163942,2020-10-13 07:22:06
176675,2020-10-13 07:22:08
166733,2020-10-13 07:22:09
177293,2020-10-13 07:22:11
165023,2020-10-13 07:22:13
180047,2020-10-13 07:22:13
163689,2020-10-13 07:22:13
154021,2020-10-13 07:22:16
162913,2020-10-13 07:22:20
169184,2020-10-13 07:22:22
161561,2020-10-13 07:22:24
167082,2020-10-13 07:22:33
154699,2020-10-13 07:22:49
185968,2020-10-13 07:23:00
160263,2020-10-13 07:23:00
164701,2020-10-13 07:23:00
186079,2020-10-13 07:23:00
160660,2020-10-13 07:23:00
175851,2020-10-13 07:23:00
164696,2020-10-13 07:23:00
165437,2020-10-13 07:23:00
172216,2020-10-13 07:23:00
165246,2020-10-13 07:23:00
153787,2020-10-13 07:23:00
156159,2020-10-13 07:23:00
155000,2020-10-13 07:23:00
159695,2020-10-13 07:23:00
151049,2020-10-13 07:23:00
155028,2020-10-13 07:23:00
188874,2020-10-13 07:23:00
192839,2020-10-13 07:23:00
171266,2020-10-13 07:23:03
150586,2020-10-13 07:23:05
163961,2020-10-13 07:23:06
191457,2020-10-13 07:23:18
194261,2020-10-13 07:23:19
177384,2020-10-13 07:23:23
163176,2020-10-13 07:23:24
163340,2020-10-13 07:23:27
171083,2020-10-13 07:23:28
155764,2020-10-13 07:23:28
154841,2020-10-13 07:23:30
182868,2020-10-13 07:23:38
158616,2020-10-13 07:23:39
189313,2020-10-13 07:23:44
171110,2020-10-13 07:23:45
193129,2020-10-13 07:23:48
188388,2020-10-13 07:23:50
169402,2020-10-13 07:24:00
163557,2020-10-13 07:24:00
160240,2020-10-13 07:24:00
152029,2020-10-13 07:24:00
184990,2020-10-13 07:24:00
189322,2020-10-13 07:24:00
171808,2020-10-13 07:24:00
159572,2020-10-13 07:24:00
174248,2020-10-13 07:24:00
192359,2020-10-13 07:24:00
160998,2020-10-13 07:24:00
182281,2020-10-13 07:24:00
175946,2020-10-13 07:24:00
174767,2020-10-13 07:24:00
162000,2020-10-13 07:24:02
161075,2020-10-13 07:24:05
153572,2020-10-13 07:24:10
192668,2020-10-13 07:24:12
181562,2020-10-13 07:24:21
170610,2020-10-13 07:24:25
167258,2020-10-13 07:24:32
177984,2020-10-13 07:24:36
157673,2020-10-13 07:24:36
181959,2020-10-13 07:24:40
169416,2020-10-13 07:24:43
188723,2020-10-13 07:24:47
178692,2020-10-13 07:24:58
170633,2020-10-13 07:24:59
166624,2020-10-13 07:25:00
186297,2020-10-13 07:25:00
148481,2020-10-13 07:25:00
166054,2020-10-13 07:25:00
157448,2020-10-13 07:25:00
190993,2020-10-13 07:25:00
151545,2020-10-13 07:25:00
182696,2020-10-13 07:25:00
154632,2020-10-13 07:25:00
187337,2020-10-13 07:25:00
147028,2020-10-13 07:25:00
157223,2020-10-13 07:25:00
158829,2020-10-13 07:25:00
184646,2020-10-13 07:25:00
158796,2020-10-13 07:25:00
155780,2020-10-13 07:25:00
172750,2020-10-13 07:25:00
155808,2020-10-13 07:25:00
157005,2020-10-13 07:25:00
156690,2020-10-13 07:25:00
172075,2020-10-13 07:25:02
163597,2020-10-13 07:25:05
151687,2020-10-13 07:25:09
168960,2020-10-13 07:25:09
167279,2020-10-13 07:25:11
163881,2020-10-13 07:25:12
156226,2020-10-13 07:25:18
171858,2020-10-13 07:25:22
159201,2020-10-13 07:25:29
164584,2020-10-13 07:25:29
192721,2020-10-13 07:25:30
169088,2020-10-13 07:25:32
167232,2020-10-13 07:25:36
170101,2020-10-13 07:25:38
161926,2020-10-13 07:25:40
162078,2020-10-13 07:25:43
169496,2020-10-13 07:25:46
198587,2020-10-13 07:25:47
165074,2020-10-13 07:25:56
157543,2020-10-13 07:26:00
154540,2020-10-13 07:26:00
188897,2020-10-13 07:26:00
177788,2020-10-13 07:26:00
165357,2020-10-13 07:26:00
184890,2020-10-13 07:26:00
155814,2020-10-13 07:26:00
156889,2020-10-13 07:26:00
170119,2020-10-13 07:26:00
176606,2020-10-13 07:26:00
156128,2020-10-13 07:26:00
163402,2020-10-13 07:26:00
155790,2020-10-13 07:26:00
198466,2020-10-13 07:26:00
193002,2020-10-13 07:26:01
171195,2020-10-13 07:26:03
165223,2020-10-13 07:26:04
190641,2020-10-13 07:26:05
163636,2020-10-13 07:26:06
164550,2020-10-13 07:26:09
147169,2020-10-13 07:26:14
158361,2020-10-13 07:26:16
148550,2020-10-13 07:26:19
181541,2020-10-13 07:26:22
188940,2020-10-13 07:26:25
147366,2020-10-13 07:26:25
169993,2020-10-13 07:26:29
168191,2020-10-13 07:26:31
166665,2020-10-13 07:26:32
159920,2020-10-13 07:26:37
186984,2020-10-13 07:26:38
152373,2020-10-13 07:26:42
150512,2020-10-13 07:26:46
165786,2020-10-13 07:26:53
156548,2020-10-13 07:26:56
168857,2020-10-13 07:27:00
186505,2020-10-13 07:27:00
169418,2020-10-13 07:27:00
165201,2020-10-13 07:27:00
174969,2020-10-13 07:27:00
170395,2020-10-13 07:27:00
155213,2020-10-13 07:27:00
176849,2020-10-13 07:27:00
171813,2020-10-13 07:27:00
156067,2020-10-13 07:27:00
166643,2020-10-13 07:27:00
156277,2020-10-13 07:27:00
167578,2020-10-13 07:27:00
190821,2020-10-13 07:27:00
197907,2020-10-13 07:27:00
164191,2020-10-13 07:27:00
185824,2020-10-13 07:27:00
161622,2020-10-13 07:27:03
180056,2020-10-13 07:27:06
154955,2020-10-13 07:27:15
153258,2020-10-13 07:27:32
177204,2020-10-13 07:27:42
165159,2020-10-13 07:27:45
165075,2020-10-13 07:27:46
168961,2020-10-13 07:27:55
171578,2020-10-13 07:27:59
161474,2020-10-13 07:28:00
160102,2020-10-13 07:28:00
186272,2020-10-13 07:28:00
190909,2020-10-13 07:28:00
172746,2020-10-13 07:28:00
152073,2020-10-13 07:28:00
188757,2020-10-13 07:28:00
152380,2020-10-13 07:28:00
172549,2020-10-13 07:28:00
173622,2020-10-13 07:28:00
170203,2020-10-13 07:28:00
163711,2020-10-13 07:28:00
165571,2020-10-13 07:28:00
164256,2020-10-13 07:28:00
163232,2020-10-13 07:28:00
173897,2020-10-13 07:28:00
165333,2020-10-13 07:28:00
165292,2020-10-13 07:28:01
167165,2020-10-13 07:28:03
180409,2020-10-13 07:28:03
164708,2020-10-13 07:28:03
169757,2020-10-13 07:28:07
166448,2020-10-13 07:28:14
157669,2020-10-13 07:28:24
192769,2020-10-13 07:28:28
157929,2020-10-13 07:28:29
154908,2020-10-13 07:28:31
161844,2020-10-13 07:28:41
171806,2020-10-13 07:28:43
162459,2020-10-13 07:28:43
167167,2020-10-13 07:28:51
185400,2020-10-13 07:28:51
165041,2020-10-13 07:28:52
67445,2020-10-13 07:28:54
175398,2020-10-13 07:28:55
158833,2020-10-13 07:28:58
160333,2020-10-13 07:28:59
164765,2020-10-13 07:29:00
151838,2020-10-13 07:29:00
163527,2020-10-13 07:29:00
176875,2020-10-13 07:29:00
174224,2020-10-13 07:29:00
169531,2020-10-13 07:29:00
186527,2020-10-13 07:29:00
162857,2020-10-13 07:29:00
163071,2020-10-13 07:29:00
167222,2020-10-13 07:29:00
170474,2020-10-13 07:29:00
169472,2020-10-13 07:29:00
184648,2020-10-13 07:29:00
147075,2020-10-13 07:29:00
169215,2020-10-13 07:29:01
156692,2020-10-13 07:29:01
170709,2020-10-13 07:29:01
192785,2020-10-13 07:29:03
165006,2020-10-13 07:29:07
